,vehicle_number,data_type,created_timestamp,lat,long,data_timestamp,vehicle_mode,odometer,speed,soc,dte,ac_status
219,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:51,,,01-02-20 5:50,Idle,30857,0,100,140,Off
220,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:51,,,01-02-20 5:49,Idle,20283,0,100,140,Off
221,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:51,,,01-02-20 5:50,Idle,22628,0,93,123,Off
222,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:51,,,01-02-20 5:51,FC,28280,0,41,57,Off
223,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:51,,,31-01-20 14:03,Idle,32051,0,42,56,Off
224,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:51,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
225,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.6392562,77.2233456,01-02-20 5:47,,,,,,
226,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.56397122,77.3333154,01-02-20 5:47,,,,,,
227,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:47,Drive,48695,41.6,40,50,On
228,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49601123,77.08426122,01-02-20 5:49,,,,,,
229,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:48,,,,,,
230,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:47,,,,,,
231,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49718135,77.0828334,01-02-20 5:48,,,,,,
232,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:47,,,,,,
233,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:48,Idle,30857,0,100,140,Off
234,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:47,Idle,20283,0,100,140,Off
235,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:49,0,0,01-02-20 5:49,,,,,,
236,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49671335,77.0839326,01-02-20 5:48,,,,,,
237,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49682235,77.08269935,01-02-20 5:47,,,,,,
238,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49702273,77.0827055,31-01-20 17:12,,,,,,
239,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,31-01-20 14:03,,,,,,
240,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:48,,,,,,
241,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:13,,,,,,
242,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:49,,,,,,
243,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49569108,77.08496838,01-02-20 5:47,,,,,,
244,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:48,,,,,,
245,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:48,,,,,,
246,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:47,,,,,,
247,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,31-01-20 14:03,Idle,32051,0,42,56,Off
248,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.40963003,77.0004371,01-02-20 5:47,,,,,,
249,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49702123,77.0826357,01-02-20 5:48,,,,,,
250,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.43450358,77.10569995,01-02-20 5:49,,,,,,
251,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:47,Idle,31632,0,52,68,Off
252,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.49527758,77.08536488,01-02-20 5:48,,,,,,
253,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.43546632,77.04818853,31-01-20 14:03,,,,,,
254,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:49,28.4635522,77.50695962,01-02-20 5:13,,,,,,
255,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:47,,,,,,
256,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,31-01-20 17:12,,,,,,
257,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:47,,,,,,
258,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:49,,,,,,
259,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:49,,,01-02-20 5:49,,,,,,
260,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
261,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:49,FC,28280,0,39,55,Off
262,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:48,Idle,22628,0,93,123,Off
263,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:48,FC,33000,0,83,116,Off
264,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:48,Idle,30538,0,100,139,Off
265,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:47,Idle,21741,0,100,139,Off
266,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:47,Drive,38561,0,66,91,On
267,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:49,Idle,38022,0,100,140,Off
268,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,31-01-20 17:12,Drive,29305,1,1,0,Off
269,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:49,,,01-02-20 5:49,Idle,32614,0,100,140,Off
270,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:45,,,,,,
271,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:45,,,,,,
272,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:45,Drive,48695,4.7,41,51,On
273,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49569108,77.08496838,01-02-20 5:45,,,,,,
274,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49527758,77.08536488,01-02-20 5:46,,,,,,
275,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:47,,,,,,
276,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:47,Idle,38022,0,100,140,Off
277,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.40962843,77.00043752,01-02-20 5:45,,,,,,
278,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.43450358,77.10569995,01-02-20 5:47,,,,,,
279,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,31-01-20 17:12,,,,,,
280,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:45,,,,,,
281,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:46,,,,,,
282,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:46,,,,,,
283,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.4635522,77.50695962,01-02-20 5:13,,,,,,
284,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.43546632,77.04818853,31-01-20 14:03,,,,,,
285,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49702123,77.0826357,01-02-20 5:45,,,,,,
286,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:47,,,,,,
287,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:45,Drive,38561,0,66,91,On
288,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49671335,77.0839326,01-02-20 5:46,,,,,,
289,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49718135,77.0828334,01-02-20 5:46,,,,,,
290,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49682235,77.08269935,01-02-20 5:45,,,,,,
291,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:45,,,,,,
292,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:45,,,,,,
293,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:45,,,,,,
294,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:47,,,,,,
295,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:47,Idle,32614,0,100,140,Off
296,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.63925668,77.22334562,01-02-20 5:45,,,,,,
297,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:46,FC,33000,0,81,114,Off
298,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49702273,77.0827055,31-01-20 17:12,,,,,,
299,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.49601123,77.08426122,01-02-20 5:47,,,,,,
300,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:47,0,0,01-02-20 5:47,,,,,,
301,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:47,28.56374523,77.33369705,01-02-20 5:45,,,,,,
302,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:13,,,,,,
303,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,01-02-20 5:46,,,,,,
304,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:47,,,31-01-20 14:03,,,,,,
305,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:46,Idle,30538,0,100,139,Off
306,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:45,Idle,21741,0,100,139,Off
307,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,31-01-20 17:12,Drive,29305,1,1,0,Off
308,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:45,Idle,31632,0,52,68,Off
309,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:46,Idle,30857,0,100,140,Off
310,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:45,Idle,20283,0,100,140,Off
311,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:47,Idle,28280,0,40,51,Off
312,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:45,Idle,22628,0,93,123,Off
313,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
314,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:47,,,31-01-20 14:03,Idle,32051,0,42,56,Off
315,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.56040903,77.34267437,01-02-20 5:43,,,,,,
316,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:43,Drive,48694,40.8,41,52,On
317,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.63925667,77.2233453,01-02-20 5:43,,,,,,
318,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49601123,77.08426122,01-02-20 5:45,,,,,,
319,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:44,,,,,,
320,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:44,Idle,30857,0,100,140,Off
321,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49718135,77.0828334,01-02-20 5:44,,,,,,
322,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:43,Idle,20283,0,100,140,Off
323,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:45,0,0,01-02-20 5:45,,,,,,
324,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49671335,77.0839326,01-02-20 5:44,,,,,,
325,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49682235,77.08269935,01-02-20 5:43,,,,,,
326,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49569108,77.08496838,01-02-20 5:43,,,,,,
327,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49702273,77.0827055,31-01-20 17:12,,,,,,
328,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:43,,,,,,
329,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,31-01-20 14:03,,,,,,
330,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:43,,,,,,
331,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:13,,,,,,
332,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:45,,,,,,
333,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:45,,,,,,
334,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49527758,77.08536488,01-02-20 5:44,,,,,,
335,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.4096276,77.00043278,01-02-20 5:43,,,,,,
336,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:43,,,,,,
337,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:45,,,,,,
338,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:44,,,,,,
339,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:43,Idle,31632,0,52,68,Off
340,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.49702123,77.0826357,01-02-20 5:45,,,,,,
341,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.43450358,77.10569995,01-02-20 5:45,,,,,,
342,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.43546632,77.04818853,31-01-20 14:03,,,,,,
343,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:44,,,,,,
344,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:43,,,,,,
345,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:43,,,,,,
346,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,31-01-20 17:12,,,,,,
347,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,31-01-20 14:03,Idle,32051,0,42,56,Off
348,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:45,28.4635522,77.50695962,01-02-20 5:13,,,,,,
349,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:45,,,01-02-20 5:45,,,,,,
350,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
351,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:45,Idle,28280,0,40,51,Off
352,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:45,Idle,22628,0,93,123,Off
353,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:44,FC,33000,0,80,112,Off
354,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:44,Idle,30538,0,100,139,Off
355,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:45,Idle,38022,0,100,140,Off
356,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,31-01-20 17:12,Drive,29305,1,1,0,Off
357,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:43,Idle,21741,0,100,139,Off
358,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:45,Idle,32614,0,100,140,Off
359,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:45,,,01-02-20 5:43,Drive,38561,0,66,92,On
360,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49527758,77.08536488,01-02-20 5:42,,,,,,
361,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:41,,,,,,
362,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:41,,,,,,
363,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.63925722,77.2233455,01-02-20 5:41,,,,,,
364,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.56082817,77.36486723,01-02-20 5:41,,,,,,
365,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:42,,,,,,
366,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:43,,,,,,
367,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49569108,77.08496838,01-02-20 5:41,,,,,,
368,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:41,Drive,38561,0,67,92,On
369,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:42,,,,,,
370,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:41,Drive,48692,63.5,43,54,On
371,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.40962372,77.00043492,01-02-20 5:41,,,,,,
372,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:42,,,,,,
373,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,31-01-20 17:12,,,,,,
374,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.43450358,77.10569995,01-02-20 5:43,,,,,,
375,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49702123,77.0826357,01-02-20 5:43,,,,,,
376,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:43,,,,,,
377,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.43546632,77.04818853,31-01-20 14:03,,,,,,
378,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.4635522,77.50695962,01-02-20 5:13,,,,,,
379,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:41,,,,,,
380,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49601123,77.08426122,01-02-20 5:43,,,,,,
381,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:41,,,,,,
382,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49718135,77.0828334,01-02-20 5:42,,,,,,
383,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:41,,,,,,
384,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:42,Idle,30857,0,100,140,Off
385,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:43,Idle,38022,0,100,140,Off
386,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:43,,,,,,
387,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49671335,77.0839326,01-02-20 5:42,,,,,,
388,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49682235,77.08269935,01-02-20 5:41,,,,,,
389,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:43,28.49702273,77.0827055,31-01-20 17:12,,,,,,
390,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:43,,,,,,
391,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:43,0,0,01-02-20 5:43,,,,,,
392,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,31-01-20 14:03,,,,,,
393,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:43,,,01-02-20 5:13,,,,,,
394,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:42,FC,33000,0,78,110,Off
395,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:42,Idle,30538,0,100,139,Off
396,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:41,Idle,21741,0,100,139,Off
397,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,31-01-20 17:12,Drive,29305,1,1,0,Off
398,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:43,Idle,32614,0,100,140,Off
399,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:41,Idle,20283,0,100,140,Off
400,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:41,Idle,31632,0,52,68,Off
401,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:43,Idle,28280,0,40,51,Off
402,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:43,Idle,22628,0,93,123,Off
403,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,31-01-20 14:03,Idle,32051,0,42,56,Off
404,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:43,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
405,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.550781,77.37582503,01-02-20 5:39,,,,,,
406,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49601123,77.08426122,01-02-20 5:41,,,,,,
407,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:40,,,,,,
408,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.63925717,77.2233454,01-02-20 5:39,,,,,,
409,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:39,,,,,,
410,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49718135,77.0828334,01-02-20 5:40,,,,,,
411,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:39,,,,,,
412,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49671335,77.0839326,01-02-20 5:40,,,,,,
413,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49702273,77.0827055,31-01-20 17:12,,,,,,
414,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49682235,77.08269935,01-02-20 5:39,,,,,,
415,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:41,0,0,01-02-20 5:41,,,,,,
416,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:41,,,,,,
417,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,31-01-20 14:03,,,,,,
418,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:13,,,,,,
419,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:40,Idle,30857,0,100,140,Off
420,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:39,Idle,20283,0,100,140,Off
421,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49527758,77.08536488,01-02-20 5:40,,,,,,
422,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:39,,,,,,
423,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:41,,,,,,
424,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:39,,,,,,
425,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49569108,77.08496838,01-02-20 5:39,,,,,,
426,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.40961923,77.00043862,01-02-20 5:39,,,,,,
427,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:41,,,,,,
428,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:40,,,,,,
429,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.49702123,77.0826357,01-02-20 5:41,,,,,,
430,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:40,,,,,,
431,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:39,,,,,,
432,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,31-01-20 17:12,,,,,,
433,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:41,,,01-02-20 5:41,,,,,,
434,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.43450358,77.10569995,01-02-20 5:41,,,,,,
435,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.4635522,77.50695962,01-02-20 5:13,,,,,,
436,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:41,28.43546632,77.04818853,31-01-20 14:03,,,,,,
437,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:39,Idle,31632,0,52,68,Off
